,楼盘名称,经度,纬度,总价,单价,待售,期房在售,售罄,现房在售,尾盘,其他,刚需房,学校,改善房,品牌开发商,大型社区,轨交房,大型超市,公寓,商场,公园,投资地产,婚房,低密度,公交枢纽,低总价,住宅,别墅_属性,商住,店铺,购物中心,商业街,其他,南关,朝阳,净月,绿园,二道,高新,经开,宽城,汽开,长春周边,高层,花园洋房,别墅_建筑类型,多层,产权年限,容积率,绿化率,居住人数,在建中,已竣工,已封顶,规划中,物业费,车位数,车位比,1室,2室,3室,4室,5室,6室,7室,别墅_户型,商户,开盘年份,开盘月份,开盘日,交盘年份,交盘月份,交盘日,站点数目,平均距离,平均线路数目,平均打分,平均轨道数目
155,高新悦府,125.313642,43.898338,674891.7924,9724.999392,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,69.99135723,1.302740946,0.370608402,1200,1,0,0,0,0.820261439,951.7844828,0.140958266,0,0,0,0,0,0,0,0,0,2016.393595,7.720528433,15.81367749,2019,12,31,15,1742.2,7.133333333,7.466666667,0.333333333
156,鸿海满园,125.313642,43.898338,1950000,14000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,70,2,0.3503,707,1,0,0,0,1,723,1,0,0,2,4,0,0,0,0,0,2018,7,4,2017.868576,10.74233854,28.12012039,8,1851,1.875,1.875,0
157,金银湖1号院,125.313642,43.898338,2700000,20000,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,70,1.61,0.43,1212,0,1,0,0,1,1710,0,0,0,2,4,0,0,0,0,0,2017,8,14,2019,12,31,11,1751.454545,3.727272727,3.727272727,0
158,中德·金科学府,125.313642,43.898338,3166139.157,8500,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,69.99999892,1.600194482,0.520220012,1541,1,0,0,0,0.251553569,1541,1,0,0,6,0,0,0,0,0,0,2016.966003,6.59791063,18.13116287,2018,6,30,12,1334.916667,2.25,2.25,0
159,华润半山悦景,125.313642,43.898338,4250000,25000,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,70,3.8,0.355,854,1,0,0,0,2,854,1,0,0,2,1,0,0,0,0,0,2017,10,1,2019,10,31,12,1721,5.083333333,5.083333333,0
160,一诺·阳光鑫城,125.313642,43.898338,4186805.298,9600,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,70,2.8,0.35,1128,1,0,0,0,0.217114911,790,0,0,6,8,0,0,0,0,0,0,2017,4,1,2016.71313,8.421666477,28.99121091,12,2058.916667,4.583333333,4.583333333,0
161,融信公馆,125.313642,43.898338,1331162.259,9252.662897,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69.99921072,1.601750341,0.326339712,340,1,0,0,0,0.260714041,446,1.614563859,0,0,0,0,0,0,0,0,0,2014.615312,8.307684932,18.61539609,2015.368421,9.947368421,24.73684211,22,1648.318182,7.681818182,8.090909091,0.409090909
162,青云天下,125.313642,43.898338,3760000,22000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,70,3.85,0.38,2720,1,0,0,0,2,2750,1,0,1,10,0,1,0,0,0,1,2017,10,1,2017.254861,9.893967904,29.23488919,14,1706.785714,5.142857143,5.285714286,0.142857143
163,经开正荣府,125.379015,43.841732,1310000,12800,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,70,2.3,0.3,1809,1,0,0,0,1,1846,1,0,0,2,2,0,0,0,0,0,2018,6,23,2020,12,30,11,2078.818182,7.909090909,8,0.090909091
164,万科启宸,125.313642,43.898338,3103747.777,10948.52985,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,70.00000555,1.600147024,0.437293349,1615,1,0,0,0,0.320477548,1686,1,0,0,2,0,0,0,0,2,0,2014.957047,6.548387272,18.4838715,2015.383001,9.234042655,19.851064,12,1797,3,3,0
165,万科金域澜湾鹭语墅,125.313642,43.898338,2154760.849,11575.00124,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69.99968091,1.600412641,0.330741346,625,0,0,1,0,0.248172096,558,0,0,0,0,0,0,0,0,0,0,2014.615312,8.307684932,18.61539609,2015.368421,9.947368421,24.73684211,13,1864.153846,2.538461538,2.538461538,0
166,泓博朗诗悦府,125.313642,43.898338,1959364.662,12753.9792,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.999997364,0.499997971,6.16E-07,0.25000149,70.00000293,1.600636885,0.374060952,1256,1,0,0,0,6.13E-06,1714,0,0,0,3,0,0,0,0,0,0,2017.999872,3.000215989,19.999904,2018.999863,9.999932504,24.000036,18,2188.055556,5.277777778,5.5,0.222222222
167,星汇广场,125.313642,43.898338,2550000,26500,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70,11.14,0.18,820,1,0,0,0,3,800,1,5,0,1,0,0,0,0,0,0,2016,10,1,2018,12,31,21,1835.380952,5.285714286,5.80952381,0.523809524
168,新星宇香颂,125.313642,43.898338,850000,10000,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,69.99729767,1.600627472,0.360005401,422,1,0,0,0,1,376,0,0,4,7,0,0,0,0,0,0,2018,2,25,2019,3,30,12,1661.333333,10,10,0
169,新发北湖花园,125.407151,43.97228,3436460.34,6800,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,69.99841471,1.600230619,0.518262322,1510,0,1,0,0,0,868,0,1,3,1,0,0,0,0,0,0,2016,7,16,2014,12,31,12,1591.75,1.916666667,1.916666667,0
171,新发北湖花园,125.407151,43.97228,3436460.34,6800,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,69.99841471,1.600230619,0.518262322,1510,0,1,0,0,0,868,0,1,3,1,0,0,0,0,0,0,2016,7,16,2014,12,31,12,1591.75,1.916666667,1.916666667,0
173,富腾东南天下,125.313642,43.898338,430000,6700,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,69.99986183,1.600350912,0.324138484,707,0,1,0,0,1,600,0,0,8,1,0,0,0,0,0,0,2016,6,13,2016,8,30,11,1814.181818,13.54545455,13.54545455,0
175,万龙第十城,125.322061,43.962554,260000,4800,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,70.00000089,1.766010477,0.472889913,3000,0,1,0,0,0,2480,0,4,2,0,0,0,0,0,0,0,2014,6,14,2014,9,15,12,1509.416667,2.333333333,2.416666667,0.083333333
177,城建世纪佳园,125.425276,43.908342,240000,4420,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,69.99999037,1.600002216,0.381165707,6500,0,1,0,0,0,2663,0,1,5,1,0,0,0,0,0,0,2015,11,10,2016,9,30,12,1754.583333,2.083333333,2.083333333,0
178,万晟幸福里,125.287728,43.801134,650000,7000,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,69.99661852,1.600244804,0.352153049,1188,0,1,0,0,0,680,0.333,0,3,2,0,0,0,0,0,0,2016,4,5,2015,12,31,12,2032.666667,2,2,0
179,亿胜西悦鸿府,125.313642,43.898338,220000,4200,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,69.99989298,1.600055614,0.334260971,1000,0,1,0,0,0,60,0,0,10,1,0,0,0,0,0,0,2014,9,13,2015,8,20,12,1518.416667,1.083333333,1.083333333,0
180,塞纳阳光,125.316194,43.951279,510000,7100,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,69.99990563,1.600003968,0.348610874,2193,0,1,0,0,0,673,0,0,5,0,1,0,0,0,0,0,2014,8,30,2014,12,27,14,1454.928571,3.285714286,3.428571429,0.142857143
181,龙泰檀香苑,125.291501,43.938786,3991417.53,9850,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,69.99997428,1.600008784,0.361223129,3913,0,1,0,0,0,900,0,2,5,2,0,0,0,0,0,0,2015,5,16,2014,7,16,12,1511.333333,3.583333333,3.583333333,0
182,国信美邑,125.446794,43.830636,580000,10500,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,69.99999426,1.600004417,0.413958608,969.8865726,0,1,0,0,1.16E-05,406,0,0,0,0,0,0,0,0,0,2,2015,11,6,2017,10,31,16,1176.625,3.0625,3.3125,0.25
183,中意国际,125.436687,43.887395,3053243.843,6500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,69.99999812,3.499954275,0.315002527,843.0079308,0,1,0,0,0.250005703,358,1,0,0,0,0,0,0,0,0,5,2014,8,30,2015,12,30,12,931.25,4.083333333,4.083333333,0
184,凤凰雅居,125.423655,43.792613,540000,5678,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,70.00000012,1.600000004,0.388467802,460,0,1,0,0,0,210,0,0,1,1,1,0,0,0,0,0,2011,11,12,2012,9,30,14,1823.928571,4.428571429,4.571428571,0.142857143
185,君悦华庭,125.202806,44.054161,3026390.145,3300,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,70.00000004,1.600000001,0.364533158,463,0,1,0,0,0,90,0,2,12,4,0,0,0,0,0,0,2016,10,1,2014,11,30,12,1533.666667,1.416666667,1.416666667,0
186,汇峰国际,125.313642,43.898338,2803435.041,9999,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,70.00000019,2.971994529,0.323880648,970.0909872,0,1,0,0,0.333334267,200,0.122223389,0,0,0,0,0,0,0,0,6,2015,12,27,2016,7,31,16,1617,4.625,4.9375,0.3125
187,宝雍阁金色东方,125.313642,43.898338,1300000,8500,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,69.99999645,3.4999549,0.315003752,751.5807952,0,1,0,0,0.125009453,262,0,0,0,0,0,0,0,0,0,2,2014,10,25,2015,7,31,12,1688.583333,6.833333333,6.833333333,0
188,上台花园,125.346693,43.946908,410000,5200,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,69.99997885,1.600001954,0.347614863,6200,0,1,0,0,0,1135,0,0,5,2,0,0,0,0,0,0,2015,4,11,2011,11,30,15,1763.266667,3.4,3.6,0.2
189,怡众名城,125.256339,43.831634,2391094.98,7000,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,69.9999865,1.600001657,0.361972283,4500,0,1,0,0,0,300,0,0,2,3,2,0,0,0,0,0,2015,4,26,2015,1,31,12,1471.166667,3,3.083333333,0.083333333
190,东安加州枫景,125.373005,43.812924,4056989.912,10650,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,69.99971959,1.600269289,0.334468449,640,0,1,0,0,1,511,0,1,2,1,1,0,0,0,0,0,2017,2,11,2016,10,30,16,1600.25,1.8125,2.1875,0.375
191,澜山溪谷,125.313642,43.898338,240000,3300,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,69.99677687,1.600039699,0.391605848,522,0,1,0,0,0,250,0.5,0,3,1,1,0,0,0,0,0,2014,10,13,2016,7,30,4,1355.5,1,1,0
192,香水湾二期,125.378338,43.927896,450000,6700,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,69.99899199,1.600023926,0.335351114,1800,0,1,0,0,0,700,0,0,4,1,0,0,0,0,0,0,2013,7,27,2014,11,30,13,1739.384615,3.538461538,3.615384615,0.076923077
193,阳光嘉年华尚城,125.244746,43.889567,260000,6100,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,69.99988119,1.600034963,0.32268855,500,0,1,0,0,0,1500,0.333,2,8,1,0,0,0,0,0,0,2015,8,30,2016,9,30,12,1341.416667,2.333333333,2.333333333,0
194,东安白金洋房,125.313642,43.898338,4168998.016,10400,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,69.99986157,1.600075089,0.34405874,656,0,1,0,0,0,431,0,0,6,1,0,0,0,0,0,0,2017,9,7,2017,10,25,17,1928.764706,3.588235294,3.941176471,0.294117647
195,中信云邸,125.435129,43.810535,8000000,10849.03111,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,70.00000473,1.603562854,0.29527738,763,0,1,0,0,1,771,0,0,0,0,0,0,0,0,2,0,2015,4,11,2015,9,30,16,1947.125,3.375,3.625,0.25
196,嘉惠七号院,125.313642,43.898338,730000,9000,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,69.9994081,1.600495422,0.349763378,546,0,0,1,0,1,520,0,0,5,5,0,0,0,0,0,0,2016,9,3,2017,8,30,12,1836.083333,13.16666667,13.33333333,0.166666667
197,吉星花园,125.386776,43.890885,820000,7700,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,69.99937499,1.600218546,0.364125221,626,0,1,0,0,1,392,0,0,4,1,0,0,0,0,0,0,2017,7,29,2017,7,31,14,1485.5,2.142857143,2.285714286,0.142857143
198,华润橡府,125.310216,43.803723,1650000,12000,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99982588,1.600766854,0.335017084,228,0,1,0,0,1,296,0.5,0,0,2,0,0,2,0,0,0,2014,8,31,2015,11,30,14,1489.285714,2.142857143,2.285714286,0.142857143
199,金色佳圆,125.265103,43.989609,260070.0932,6100.019742,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,69.23076923,2.400961538,0.344715663,1796.052632,0,1,0,0,0,805.3684211,0.149105263,1,8,0,0,0,0,0,0,0,2015.71825,5.985915313,13.40845031,2016.056157,8.144860142,26.00467396,12,1704.583333,2.666666667,2.666666667,0
200,远创国际,125.316897,43.838146,591858.6217,7434.745376,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,69.99943295,1.600586617,0.328833605,324,0,1,0,0,1,97,0,0,1,1,0,0,0,0,0,0,2015,5,1,2016,4,1,19,1661.789474,5.947368421,6.421052632,0.421052632
201,圣世金鼎城,125.30723,43.796131,520000,7000,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,69.99679308,1.600350051,0.373803734,1388,0,1,0,0,0,633,2,0,1,0,0,0,0,0,0,0,2016,5,20,2015,5,1,12,1514.75,1.916666667,1.916666667,0
202,五星名城,125.313642,43.898338,483380.2609,6984.470142,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,69.99864559,1.606491103,0.304352413,1869,0,1,0,0,0.30000056,1041.9992,0.759998337,0,3,1,0,0,0,0,0,0,2013.000137,11.99965352,15.00014624,2015.999939,7.000233984,29.99979301,11,1926.454545,3.636363636,3.636363636,0
203,蔚蓝国际,125.380021,43.900442,520000,5800,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,69.99724132,1.599954654,0.397889154,4591,1,0,0,0,0,1467,0,1,2,0,0,0,0,0,0,0,2015,7,13,2016,9,30,15,1854.666667,4.8,5,0.2
204,吉大文昌路55號院,125.336825,43.865313,4266609.3,11000,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,69.99881197,1.600757955,0.313991195,542,1,0,0,0,1,763,0,0,1,2,2,0,0,0,0,0,2016,6,9,2016,10,31,16,1667.8125,5.6875,5.9375,0.25
205,南湖祥水湾,125.298406,43.866572,580000,7500,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,69.99994828,1.600006462,0.357809868,2410,0,1,0,0,0,703,1,0,0,2,0,0,0,0,0,0,2015,6,20,2012,10,1,17,1761.647059,5.705882353,6,0.294117647
206,亚泰梧桐公馆,125.405052,43.88648,2798585.122,7500,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,69.99999627,1.766035345,0.472947965,3000,0,1,0,0,0,1371,0,0,1,0,1,0,0,0,0,0,2014,4,24,2013,12,10,12,1966.75,9.5,9.5,0
207,国信南湖公馆,125.298777,43.867782,2931856.385,10000,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,69.99516519,1.600587979,0.348132581,400,0,1,0,0,0,1131.247739,0.666665956,0,1,1,0,0,0,0,0,0,2013,6,29,2013,10,30,17,1688.117647,5.705882353,6,0.294117647
208,保利春天里,125.313642,43.898338,720000,6000,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,69.96972981,1.600499443,0.335637248,1632,1,0,0,0,1,789,0,0,1,1,0,0,0,0,0,0,2014,7,26,2016,8,0,12,1964.083333,1.25,1.25,0
209,大唐东方盛世,125.43459,43.881536,3337830.915,6500,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,69.98383338,2.441651895,0.387414977,1236.246683,0,1,0,0,0,460,0.050008488,0,1,2,0,0,0,0,0,0,2013,7,7,2014,8,31,12,704.8333333,4.083333333,4.083333333,0
210,金质融城,125.334982,43.940334,900000,6800,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,69.99139294,1.600089311,0.384292736,500,0,1,0,0,0,976.4984487,0.16651256,0,2,0,0,0,0,0,0,0,2011,7,15,2011,12,31,15,1449.466667,3.466666667,3.666666667,0.2
211,摩尔公馆,125.313642,43.898338,1010474.481,8787.149805,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,70.00000443,2.45039833,0.419448844,1179.9804,0,0,1,0,0.938144261,2100,0.432496303,0,0,0,0,0,0,0,0,0,2014.615312,8.30768424,18.61538744,2015.684211,10.05263158,26.31578947,12,1425.083333,2.5,2.5,0
212,远洋锦唐,125.313642,43.898338,4391987.787,17000,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,69.99933268,1.600630401,0.344961674,428,1,0,0,0,1,485,0,0,0,3,3,0,0,0,0,0,2017,10,10,2019,9,30,20,1710.4,3.9,4.4,0.5
213,华航檀香湾,125.208094,43.83304,2800000,9650,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,70.00000011,1.591979862,0.396042537,1200,1,0,0,0,2,985,0,0,13,1,0,0,0,0,1,0,2017,10,21,2017.428756,10.08492067,28.78787696,12,1690.333333,4.5,4.5,0
214,恒盛豪庭,125.265296,43.784318,2869653.495,6500,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,69.99997581,1.600019859,0.355814223,4335,0,1,0,0,0.166667361,2400,1,1,0,0,0,0,0,0,0,0,2017,3,15,2017,10,31,12,1308.916667,1.166666667,1.166666667,0
215,万星幸福城二期宽府,125.340516,43.954736,2486421.839,9839.112137,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,69.99905726,1.619708654,0.304594797,240,1,0,0,0,0.259671151,536,1.662885159,0,0,0,0,0,0,0,0,0,2017,8,12,2018,6,30,13,1506.846154,2.538461538,2.692307692,0.153846154
216,北阳新第,125.352759,43.868942,675517.2484,7323.912861,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,69.99999747,1.60063492,0.306059145,890,0,1,0,0,1,665,1.000009003,0,4,2,0,0,0,0,0,0,2014,12,21,2018,5,30,20,1811.05,3.65,4.05,0.4
217,万龙城,125.290637,43.801446,400000,8000,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,69.99871523,1.600093433,0.307739116,1077,0,1,0,0,1,500,0,0,8,2,0,0,0,0,0,0,2017,4,9,2016,10,15,12,1962.583333,2.333333333,2.333333333,0
218,潭泽东南明珠,125.338988,43.834874,3773635.49,11500,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,69.99999661,1.600072636,0.362720455,2214,1,0,0,0,1,2296,1,1,6,9,2,0,0,0,0,0,2017,8,16,2018,7,31,14,1687.142857,4.142857143,4.357142857,0.214285714
220,吴中家天下,125.380646,43.935573,450000,7300,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,69.99982214,1.600074673,0.321845355,1000,0,1,0,0,0,300,0,1,3,1,0,0,0,0,0,0,2015,4,30,2015,10,10,12,1511.833333,3.583333333,3.583333333,0
222,红晟陶然庭苑,125.319606,43.827879,4186458.511,8700,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,69.98917763,1.602975534,0.317617029,350,1,0,0,0,1,1089.213478,0.707223275,1,3,4,0,0,0,0,0,0,2017,11,12,2018,12,31,17,1579.058824,5.647058824,6.058823529,0.352941176
224,红晟陶然庭苑,125.319606,43.827879,4186458.511,8700,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,69.98917763,1.602972976,0.317617029,350,1,0,0,0,1,1089.213478,0.707223275,1,3,4,0,0,0,0,0,0,2017,11,12,2018,12,31,17,1579.058824,5.647058824,6.058823529,0.352941176
226,和信天阶,125.313642,43.898338,4158754.829,9500,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,70.00000185,1.60059655,0.318207238,769,1,0,0,0,1,580,0,1,9,5,0,0,0,0,0,0,2017,9,25,2018,5,31,12,1467.25,5.416666667,5.5,0.083333333
228,中海凤凰熙岸,125.284484,43.801913,4309332.298,6200,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,69.99624283,1.600400868,0.446700322,1418,0,1,0,0,1,630,0,0,4,3,0,0,0,0,0,0,2016,8,24,2016,12,29,12,1955.083333,1.833333333,1.833333333,0
230,欢乐颂,125.313642,43.898338,3530588.635,6800,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,69.99704376,1.600297689,0.519196785,1520,0,0,1,0,0.267244689,584,0.333,0,0,0,0,0,0,0,0,4,2017,4,15,2018,6,30,12,1917.5,12.25,12.25,0
